0.855635099	0.558540913	1.012277892	0.24675363	0.731267523	0.317549635	0.441968176	0.779261846	1.089771817	0.922643769	0.773967145	0.485296312	0.36849144	-0.017464448	0.018960283	-0.084487075
0.896311689	0.723872799	1.109957565	0.315880991	0.848832414	0.518449757	0.479805894	0.664114159	1.039886221	0.91478077	0.709910067	0.435050491	0.356946778	-0.232094881	-0.056678407	0.027480063
0.850290597	0.748021032	1.091681861	0.188687296	0.87460392	0.606069423	0.505547652	0.530158211	0.903150612	0.83137824	0.6021024	0.327466435	0.238248041	-0.42419847	-0.096119637	0.118311253
0.769716187	0.690787724	0.992403628	-0.078848114	0.80922259	0.56869861	0.486130465	0.409153714	0.691808872	0.704467396	0.494868409	0.215094792	0.092068644	-0.550863497	-0.127201201	0.160510863
0.675501763	0.553171294	0.821241704	-0.443085812	0.643167589	0.378875408	0.397645898	0.336486745	0.442200377	0.567070414	0.427500136	0.146553009	-0.014527823	-0.544637187	-0.155921604	0.117354828
0.601741218	0.387339155	0.630500958	-0.789641468	0.423509326	0.098781287	0.241967775	0.316602139	0.214753138	0.466590094	0.422861072	0.157742781	-0.014101145	-0.403475756	-0.204057188	-0.005918179
0.547063609	0.202615728	0.445981275	-1.0311783	0.194475989	-0.202810709	0.043917682	0.337677447	0.067204724	0.42872403	0.475680851	0.247231509	0.10067148	-0.148316624	-0.269748735	-0.185385234
0.506995167	0.02985663	0.300466791	-1.083254675	0.017681226	-0.421845021	-0.152081198	0.365237232	0.037272935	0.460843337	0.556413956	0.382470341	0.296820083	0.144930929	-0.349449242	-0.365153076
0.456695584	-0.130523627	0.193754408	-0.930926296	-0.075837156	-0.496054198	-0.299315502	0.367629316	0.122688807	0.537565791	0.622001594	0.508201468	0.496660131	0.398390015	-0.419648005	-0.492592537
0.38364947	-0.259128079	0.124916539	-0.599412304	-0.07090365	-0.391926136	-0.361500781	0.321296334	0.281963943	0.618950409	0.633993284	0.573782051	0.626999737	0.531113192	-0.46059128	-0.523859189
0.27852806	-0.354474765	0.073394043	-0.175492453	0.008085264	-0.146820396	-0.326753771	0.22885709	0.44437189	0.657118744	0.573054621	0.551260221	0.637239558	0.506386595	-0.449665435	-0.451781067
0.15441401	-0.39947658	0.029502336	0.245042768	0.124956406	0.170237899	-0.208739962	0.111925816	0.536539417	0.620612394	0.446892603	0.45033376	0.53252957	0.32367905	-0.380921057	-0.297905493
0.028943653	-0.394971414	-0.019712312	0.56429962	0.2290771	0.45912491	-0.04295363	0.008425675	0.507339624	0.499749706	0.286311608	0.311790578	0.360901598	0.035519594	-0.256179107	-0.11264541
-0.071793066	-0.336344402	-0.071125866	0.731269288	0.286139549	0.643669725	0.12733358	-0.048493401	0.349502736	0.315420115	0.133011354	0.19235287	0.201043334	-0.284231922	-0.09312387	0.052971867
-0.134147489	-0.239514087	-0.123943047	0.736482174	0.275097648	0.677621253	0.263559821	-0.039849593	0.102784013	0.106657542	0.022705324	0.138052041	0.119303319	-0.548513608	0.08939438	0.160051839
-0.15301292	-0.117201582	-0.169772609	0.626610086	0.203742014	0.574777375	0.34409166	0.025902058	-0.157071089	-0.078770028	-0.028309277	0.165423903	0.147094084	-0.694157209	0.269301538	0.203108299
-0.141706891	0.005630851	-0.209827704	0.469865301	0.092272098	0.384931395	0.366749355	0.118868055	-0.345493097	-0.204638188	-0.028884326	0.251329969	0.25888376	-0.68613535	0.433327487	0.204625742
-0.118461106	0.115547002	-0.24440489	0.34392689	-0.026463176	0.187322892	0.346334165	0.194537692	-0.398076405	-0.254175415	-0.008062751	0.342540745	0.387318042	-0.534395696	0.571176988	0.209345328
-0.106171788	0.19747652	-0.282323519	0.297212483	-0.127728698	0.048240758	0.304525683	0.213613507	-0.295472997	-0.237594802	-0.002553203	0.375546041	0.445043408	-0.277280999	0.679936605	0.258616939
-0.11782728	0.250328148	-0.327121514	0.346226866	-0.194028285	0.010662839	0.260801104	0.153439131	-0.071237841	-0.183857781	-0.041263987	0.304109938	0.366911789	0.023332916	0.754920669	0.375827324
-0.159446841	0.269434509	-0.382762428	0.463824131	-0.225672024	0.07155244	0.224404116	0.019195492	0.196673394	-0.132516692	-0.133907937	0.118367727	0.134514283	0.308369512	0.792774279	0.550344248
-0.225097194	0.25520032	-0.443261513	0.603109604	-0.2301741	0.198109969	0.193723535	-0.160951198	0.411279814	-0.117772608	-0.267610719	-0.147901976	-0.208205924	0.528251868	0.786766447	0.743919139
-0.307289205	0.198015775	-0.501903747	0.708562599	-0.222939735	0.334571715	0.159474506	-0.343848642	0.487059139	-0.160858384	-0.413119881	-0.429273539	-0.572638398	0.659138761	0.734462449	0.900906995
-0.397077603	0.091048734	-0.547295595	0.745228647	-0.214402181	0.433240212	0.112487867	-0.489080395	0.37806057	-0.263259983	-0.537155115	-0.651471777	-0.853427954	0.696990972	0.637585063	0.972771782
